lead_id,community_id,lead_source,created_date,tour_date,deposit_date,move_in_date,status,lost_reason
HL193280,C008,Walk-in,2025-03-02,2025-03-15,,,Lost,Other
HL764443,C008,Event,2025-03-22,2025-04-07,,,Lost,Affordability
HL385264,C008,Web Inquiry,2025-03-16,,,,Lost,Chose Competitor
HL878936,C008,Web Inquiry,2025-03-12,2025-03-17,2025-04-13,2025-04-02,Won,
HL361578,C008,Event,2025-03-23,,,,Open,
HL514664,C008,Print,2025-03-01,2025-03-22,,,Lost,Other
HL864246,C008,Referral,2025-03-28,2025-04-07,2025-04-12,2025-05-08,Won,
HL648293,C008,Facebook,2025-03-10,2025-03-29,2025-04-07,2025-05-09,Won,
HL751367,C008,Facebook,2025-03-03,,,,Open,
HL540445,C008,Walk-in,2025-03-15,,,,Open,
HL709764,C008,Google Ads,2025-03-15,2025-03-22,,,Lost,Chose Competitor
HL292678,C009,Google Ads,2025-03-09,2025-03-25,,,Lost,Affordability
HL170838,C009,Print,2025-03-06,2025-03-10,,,Lost,Affordability
HL816697,C009,Print,2025-03-11,,,,Lost,Stayed Home
HL505099,C009,Web Inquiry,2025-03-27,,,,Open,
HL596192,C009,Facebook,2025-03-02,2025-03-20,2025-04-05,2025-04-04,Won,
HL609292,C009,Facebook,2025-03-03,,,,Open,
HL226755,C009,Google Ads,2025-03-24,,,,Lost,Stayed Home
HL461089,C009,Event,2025-03-23,,2025-04-18,2025-05-21,Won,
HL416129,C009,Google Ads,2025-03-27,2025-04-04,,,Lost,Other
HL448200,C010,Referral,2025-03-15,,2025-04-05,2025-04-14,Won,
HL728973,C010,Print,2025-03-14,,,,Lost,Affordability
HL924299,C010,Facebook,2025-03-24,,,,Lost,Affordability
HL901950,C010,Event,2025-03-10,2025-03-13,,,Lost,Health Decline
HL797963,C010,Event,2025-03-16,,,,Open,
HL270567,C010,Event,2025-03-12,2025-03-18,,,Lost,Chose Competitor
HL340122,C010,Referral,2025-03-13,2025-03-22,,,Lost,Chose Competitor
HL906854,C010,Referral,2025-03-24,2025-03-31,,,Lost,Stayed Home
HL423528,C010,Referral,2025-03-20,,,,Open,
HL272510,C010,Print,2025-03-06,,,,Lost,Other
HL552303,C010,Walk-in,2025-03-03,,,,Open,
HL771157,C011,Referral,2025-03-08,2025-03-17,2025-04-16,2025-05-06,Won,
HL227742,C011,Facebook,2025-03-17,2025-03-28,,,Lost,Chose Competitor
HL187944,C011,Google Ads,2025-03-16,,,,Lost,Chose Competitor
HL234781,C011,Google Ads,2025-03-06,,,,Open,
HL283517,C011,Facebook,2025-03-04,2025-03-24,,,Lost,Other
HL345001,C011,Referral,2025-03-28,2025-04-18,,,Lost,Health Decline
HL562138,C011,Google Ads,2025-03-05,2025-03-24,,,Lost,Affordability
HL632189,C011,Print,2025-03-18,2025-04-01,2025-04-07,2025-05-12,Won,
HL736459,C011,Walk-in,2025-03-13,,,,Lost,Affordability
HL365422,C011,Facebook,2025-03-25,2025-04-08,,,Lost,Stayed Home
HL782505,C011,Facebook,2025-03-21,,,,Open,
HL527907,C011,Web Inquiry,2025-03-20,2025-03-26,,,Lost,Chose Competitor
HL828783,C011,Walk-in,2025-03-02,,,,Lost,Health Decline
HL105853,C012,Referral,2025-03-09,2025-03-30,2025-04-08,2025-05-06,Won,
HL474354,C012,Facebook,2025-03-17,2025-03-29,,,Lost,Affordability
HL457100,C012,Referral,2025-03-13,2025-03-27,2025-03-24,2025-05-03,Won,
HL531366,C012,Print,2025-03-03,2025-03-12,,,Lost,Other
HL115043,C012,Web Inquiry,2025-03-18,2025-04-08,,,Lost,Stayed Home
HL444296,C012,Print,2025-03-11,2025-03-16,,,Lost,Affordability
HL212725,C013,Web Inquiry,2025-03-19,2025-04-04,,,Lost,Other
HL534464,C013,Event,2025-03-28,2025-04-05,2025-05-05,2025-05-23,Won,
HL344971,C013,Event,2025-03-25,2025-04-13,2025-04-26,2025-05-13,Won,
HL686640,C013,Referral,2025-03-13,2025-03-18,,,Lost,Chose Competitor
HL289180,C013,Web Inquiry,2025-03-14,,2025-03-24,2025-04-19,Won,
HL912897,C014,Print,2025-03-20,2025-04-06,,,Lost,Chose Competitor
HL200979,C014,Walk-in,2025-03-26,,,,Lost,Chose Competitor
HL588166,C014,Web Inquiry,2025-03-18,2025-03-25,2025-04-07,2025-04-09,Won,
HL694047,C014,Event,2025-03-24,2025-04-08,,,Lost,Health Decline
HL523626,C014,Facebook,2025-03-23,,,,Open,
HL558958,C014,Event,2025-03-05,2025-03-26,2025-03-20,2025-05-03,Won,
HL896866,C014,Print,2025-03-04,2025-03-13,,,Lost,Affordability
HL595230,C014,Referral,2025-03-13,,,,Lost,Affordability
HL897413,C014,Event,2025-03-10,2025-03-18,,,Lost,Chose Competitor
HL866166,C014,Print,2025-03-14,,,,Lost,Other
