lead_id,community_id,lead_source,created_date,tour_date,deposit_date,move_in_date,status,lost_reason
HL950154,C006,Walk-in,2025-01-18,,,,Open,
HL659837,C006,Print,2025-01-26,,,,Lost,Chose Competitor
HL220631,C006,Event,2025-01-08,2025-01-11,,,Lost,Stayed Home
HL152761,C006,Walk-in,2025-01-02,,,,Lost,Chose Competitor
HL892842,C007,Event,2025-01-26,,,,Open,
HL540280,C007,Event,2025-01-26,2025-02-16,2025-02-20,2025-03-13,Won,
HL223580,C007,Referral,2025-01-02,,,,Lost,Other
HL416322,C007,Web Inquiry,2025-01-07,2025-01-19,,,Lost,Stayed Home
HL182583,C007,Web Inquiry,2025-01-08,,,,Lost,Affordability
HL240191,C007,Event,2025-01-06,,,,Open,
HL956049,C007,Walk-in,2025-01-24,,,,Lost,Affordability
HL768989,C007,Event,2025-01-05,,,,Lost,Chose Competitor
HL978475,C007,Print,2025-01-10,2025-01-16,2025-02-06,2025-01-31,Won,
HL397380,C007,Google Ads,2025-01-05,2025-01-19,,,Lost,Health Decline
HL912969,C007,Print,2025-01-28,,,,Open,
HL207910,C008,Event,2025-01-12,,,,Lost,Chose Competitor
HL517991,C008,Referral,2025-01-15,,,,Lost,Health Decline
HL195601,C008,Web Inquiry,2025-01-10,,,,Lost,Health Decline
HL932200,C008,Event,2025-01-24,2025-01-27,,,Lost,Stayed Home
HL831540,C008,Facebook,2025-01-17,2025-01-20,,,Lost,Other
HL175066,C008,Referral,2025-01-23,,2025-02-12,2025-03-10,Won,
HL593308,C009,Walk-in,2025-01-02,2025-01-05,,,Lost,Health Decline
HL316667,C009,Event,2025-01-21,,,,Open,
HL225685,C009,Google Ads,2025-01-14,2025-01-24,2025-02-04,2025-03-12,Won,
HL661840,C009,Referral,2025-01-13,2025-01-18,,,Lost,Other
HL254467,C009,Print,2025-01-21,2025-02-03,,,Lost,Health Decline
HL251377,C009,Web Inquiry,2025-01-20,2025-02-09,,,Lost,Other
HL338827,C009,Event,2025-01-26,,,,Lost,Affordability
HL216180,C009,Event,2025-01-23,,,,Lost,Chose Competitor
HL167721,C009,Web Inquiry,2025-01-25,,,,Open,
HL367177,C009,Google Ads,2025-01-05,,,,Open,
HL793625,C009,Referral,2025-01-26,2025-02-13,2025-02-10,2025-03-22,Won,
HL234838,C009,Google Ads,2025-01-12,2025-01-19,2025-02-21,2025-02-21,Won,
HL549139,C010,Print,2025-01-16,2025-01-26,,,Lost,Affordability
HL855053,C010,Google Ads,2025-01-05,,,,Open,
HL622304,C010,Walk-in,2025-01-25,,2025-02-13,2025-03-10,Won,
HL333460,C010,Referral,2025-01-16,,,,Open,
HL699915,C010,Facebook,2025-01-28,2025-02-03,,,Lost,Stayed Home
HL884616,C010,Web Inquiry,2025-01-06,,,,Open,
HL401537,C010,Google Ads,2025-01-03,2025-01-06,,,Lost,Chose Competitor
HL959590,C010,Google Ads,2025-01-14,2025-02-04,,,Lost,Chose Competitor
HL144892,C010,Event,2025-01-23,,,,Open,
HL566024,C010,Web Inquiry,2025-01-15,,,,Open,
HL716594,C010,Google Ads,2025-01-09,,2025-01-23,2025-01-30,Won,
HL633619,C010,Google Ads,2025-01-05,,,,Open,
HL326748,C010,Web Inquiry,2025-01-26,,,,Lost,Chose Competitor
HL353263,C010,Facebook,2025-01-02,,,,Open,
HL351396,C010,Google Ads,2025-01-17,,,,Open,
HL865616,C011,Facebook,2025-01-14,2025-01-20,,,Lost,Chose Competitor
HL917662,C011,Google Ads,2025-01-12,2025-01-29,2025-01-23,2025-03-03,Won,
HL446295,C011,Facebook,2025-01-02,2025-01-18,2025-02-09,2025-02-06,Won,
HL889271,C011,Print,2025-01-05,,,,Open,
HL556605,C011,Google Ads,2025-01-13,2025-01-30,,,Lost,Other
HL804474,C011,Event,2025-01-23,2025-01-28,2025-02-18,2025-03-19,Won,
HL928767,C012,Referral,2025-01-25,2025-02-01,,,Lost,Health Decline
HL663253,C012,Event,2025-01-11,2025-01-20,,,Lost,Other
HL980383,C012,Referral,2025-01-11,2025-01-27,,,Lost,Chose Competitor
HL408501,C012,Walk-in,2025-01-25,,,,Open,
HL144429,C012,Event,2025-01-01,2025-01-19,,,Lost,Chose Competitor
HL159484,C012,Print,2025-01-17,,,,Open,
HL290164,C012,Event,2025-01-06,,,,Lost,Other
HL769378,C012,Walk-in,2025-01-10,,,,Open,
HL119726,C012,Google Ads,2025-01-02,,,,Open,
HL370557,C012,Facebook,2025-01-17,,2025-01-28,2025-03-14,Won,
HL889697,C012,Print,2025-01-28,2025-02-07,,,Lost,Chose Competitor
HL577144,C012,Event,2025-01-14,2025-01-19,2025-01-29,2025-02-21,Won,
HL496388,C012,Referral,2025-01-10,2025-01-13,,,Lost,Affordability
HL278386,C012,Print,2025-01-04,,,,Open,
HL383069,C012,Google Ads,2025-01-04,2025-01-10,,,Lost,Stayed Home
HL875637,C013,Event,2025-01-03,,,,Open,
HL329267,C013,Event,2025-01-19,2025-02-05,2025-02-04,2025-03-03,Won,
HL367930,C013,Referral,2025-01-01,2025-01-08,2025-02-03,2025-02-06,Won,
HL372771,C013,Facebook,2025-01-17,2025-01-28,2025-02-09,2025-02-15,Won,
HL569830,C013,Facebook,2025-01-14,,2025-02-16,2025-02-03,Won,
HL365180,C013,Walk-in,2025-01-14,2025-02-02,,,Lost,Affordability
HL558488,C013,Referral,2025-01-03,,,,Lost,Affordability
HL568563,C013,Web Inquiry,2025-01-01,2025-01-12,2025-01-21,2025-02-28,Won,
HL345542,C013,Google Ads,2025-01-23,2025-02-10,2025-02-15,2025-03-03,Won,
HL484213,C014,Walk-in,2025-01-15,,,,Open,
HL432922,C014,Referral,2025-01-02,2025-01-21,2025-01-23,2025-01-24,Won,
HL269982,C014,Referral,2025-01-23,,,,Open,
HL104622,C014,Print,2025-01-13,2025-01-30,2025-01-26,2025-03-14,Won,
HL985302,C014,Facebook,2025-01-18,2025-02-05,,,Lost,Health Decline
HL276922,C014,Facebook,2025-01-02,,,,Open,
