lead_id,community_id,lead_source,created_date,tour_date,deposit_date,move_in_date,status,lost_reason
HL797748,C010,Event,2025-06-24,2025-07-06,2025-07-15,2025-08-07,Won,
HL653637,C010,Google Ads,2025-06-08,2025-06-25,,,Lost,Chose Competitor
HL799315,C010,Walk-in,2025-06-17,,,,Open,
HL726569,C010,Web Inquiry,2025-06-07,,2025-07-07,2025-07-22,Won,
HL719528,C010,Event,2025-06-19,,,,Lost,Affordability
HL836388,C010,Walk-in,2025-06-17,2025-06-23,,,Lost,Chose Competitor
HL411003,C010,Print,2025-06-28,2025-07-12,,,Lost,Chose Competitor
HL677972,C010,Print,2025-06-08,2025-06-16,,,Lost,Chose Competitor
HL294246,C011,Print,2025-06-14,,,,Open,
HL526292,C011,Walk-in,2025-06-24,,,,Open,
HL508381,C011,Walk-in,2025-06-08,2025-06-15,,,Lost,Affordability
HL582870,C011,Event,2025-06-03,2025-06-06,,,Lost,Health Decline
HL492180,C011,Web Inquiry,2025-06-23,,,,Lost,Chose Competitor
HL315349,C011,Referral,2025-06-11,,,,Lost,Stayed Home
HL467473,C011,Event,2025-06-28,,,,Open,
HL270000,C011,Google Ads,2025-06-27,2025-07-08,,,Lost,Affordability
HL760657,C011,Referral,2025-06-09,,,,Lost,Chose Competitor
HL370129,C011,Google Ads,2025-06-16,,,,Open,
HL125843,C011,Print,2025-06-17,,,,Lost,Health Decline
HL699292,C011,Facebook,2025-06-11,,,,Lost,Affordability
HL791047,C012,Google Ads,2025-06-01,,,,Lost,Affordability
HL686125,C012,Event,2025-06-26,2025-07-08,,,Lost,Stayed Home
HL545818,C012,Event,2025-06-02,,,,Open,
HL625516,C012,Print,2025-06-22,2025-07-07,,,Lost,Other
HL750655,C012,Web Inquiry,2025-06-23,2025-07-08,,,Lost,Affordability
HL288714,C012,Facebook,2025-06-03,2025-06-20,,,Lost,Affordability
HL501638,C012,Google Ads,2025-06-05,,,,Open,
HL444306,C012,Event,2025-06-09,,,,Open,
HL764191,C012,Event,2025-06-28,2025-07-07,2025-07-11,2025-08-22,Won,
HL275297,C012,Web Inquiry,2025-06-08,,,,Open,
HL862972,C012,Print,2025-06-13,,,,Lost,Stayed Home
HL697950,C012,Print,2025-06-12,,,,Open,
HL459766,C012,Print,2025-06-03,2025-06-11,,,Lost,Chose Competitor
HL593841,C012,Referral,2025-06-28,,,,Lost,Affordability
HL879850,C013,Print,2025-06-20,,2025-07-14,2025-08-17,Won,
HL533256,C013,Web Inquiry,2025-06-20,,2025-07-29,2025-07-20,Won,
HL824108,C013,Web Inquiry,2025-06-05,2025-06-26,,,Lost,Chose Competitor
HL650762,C013,Facebook,2025-06-09,,,,Lost,Health Decline
HL855941,C013,Web Inquiry,2025-06-14,2025-07-01,,,Lost,Affordability
HL562372,C013,Web Inquiry,2025-06-08,2025-06-17,,,Lost,Stayed Home
HL439985,C013,Referral,2025-06-25,,,,Open,
HL824437,C013,Print,2025-06-12,2025-06-29,,,Lost,Chose Competitor
HL341158,C013,Event,2025-06-16,2025-06-30,,,Lost,Affordability
HL693406,C013,Print,2025-06-23,2025-07-07,,,Lost,Stayed Home
HL306744,C013,Event,2025-06-13,2025-06-20,,,Lost,Other
HL852742,C013,Print,2025-06-25,2025-07-06,2025-07-20,2025-08-02,Won,
HL312235,C013,Walk-in,2025-06-06,,2025-07-02,2025-07-18,Won,
HL384486,C013,Walk-in,2025-06-28,2025-07-01,2025-07-22,2025-08-05,Won,
HL388443,C013,Event,2025-06-08,2025-06-29,,,Lost,Stayed Home
HL299070,C014,Print,2025-06-16,2025-07-05,2025-07-24,2025-08-05,Won,
HL839360,C014,Referral,2025-06-20,,,,Lost,Affordability
HL777175,C014,Referral,2025-06-07,2025-06-16,,,Lost,Stayed Home
HL749696,C014,Google Ads,2025-06-14,2025-06-20,2025-07-22,2025-07-09,Won,
HL260652,C014,Web Inquiry,2025-06-05,,,,Open,
HL670482,C014,Google Ads,2025-06-23,,,,Open,
HL618295,C014,Web Inquiry,2025-06-10,2025-06-19,2025-07-20,2025-07-21,Won,
HL161570,C014,Google Ads,2025-06-06,,,,Open,
HL751538,C014,Referral,2025-06-25,,2025-08-02,2025-08-21,Won,
HL755518,C014,Facebook,2025-06-23,,,,Open,
HL767870,C014,Referral,2025-06-20,2025-07-06,,,Lost,Affordability
HL460106,C014,Referral,2025-06-25,,2025-07-21,2025-08-10,Won,
HL999788,C014,Web Inquiry,2025-06-12,,,,Open,
HL837496,C014,Event,2025-06-14,,,,Open,
HL143766,C014,Event,2025-06-27,2025-07-04,,,Lost,Other
